"owner","isinactive","created","externalid","lastmodifiedby","abbreviation","scriptid","custrecord_in_gst_hsn_code","recordid","lastmodified","name","id","custrecord_in_gst_hsn_description"
"1033","F","02/06/2024","","1033","","VAL_23681_4787343_392","995468","43","02/06/2024","995468 Other installation services nowhere else classified","43","Other installation services nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_23687_4787343_564","995475","49","02/06/2024","995475 Other floor laying, wall covering and wall papering services","49","Other floor laying, wall covering and wall papering services"
"1033","F","02/06/2024","","1033","","VAL_23821_4787343_299","997316","183","02/06/2024","997316 Leasing or rental services concerning telecommunications equipment with or without operator","183","Leasing or rental services concerning telecommunications equipment with or without operator"
"1033","F","02/06/2024","","1033","","VAL_23823_4787343_575","997321","185","02/06/2024","997321 Leasing or rental services concerning televisions, radios, video cassette recorders, projectors, audio systems...","185","Leasing or rental services concerning televisions, radios, video cassette recorders, projectors, audio systems and related equipment and accessories (home entertainment equipment )"
"1033","F","02/06/2024","","1033","","VAL_23788_4787343_199","997145","150","02/06/2024","997145 Freight reinsurance services","150","Freight reinsurance services"
"1033","F","02/06/2024","","1033","","VAL_23719_4787343_326","996425","81","02/06/2024","996425 Domestic/ international scheduled air transport services of passengers","81","Domestic/ international scheduled air transport services of passengers"
"1033","F","02/06/2024","","1033","","VAL_23786_4787343_884","997143","148","02/06/2024","997143 Motor vehicle reinsurance services","148","Motor vehicle reinsurance services"
"1033","F","02/06/2024","","1033","","VAL_23811_4787343_202","997215","173","02/06/2024","997215 Trade services of vacant and subdivided land","173","Trade services of vacant and subdivided land"
"1033","F","02/06/2024","","1033","","VAL_23903_4787343_917","998363","265","02/06/2024","998363 Sale of advertising space in print media (except on commission)","265","Sale of advertising space in print media (except on commission)"
"1033","F","02/06/2024","","1033","","VAL_23930_4787343_869","998421","292","02/06/2024","998421 Internet backbone services","292","Internet backbone services"
"1033","F","02/06/2024","","1033","","VAL_23968_4787343_855","998529","330","02/06/2024","998529 Other security services nowhere else classified","330","Other security services nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_23973_4787343_657","998535","335","02/06/2024","998535 Sterilisation of objects or premises (operating rooms)","335","Sterilisation of objects or premises (operating rooms)"
"1033","F","02/06/2024","","1033","","VAL_23975_4787343_843","998537","337","02/06/2024","998537 Exterior cleaning of buildings of all types","337","Exterior cleaning of buildings of all types"
"1033","F","02/06/2024","","1033","","VAL_23977_4787343_597","998539","339","02/06/2024","998539 Other cleaning services nowhere else classified","339","Other cleaning services nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_23979_4787343_300","998541","341","02/06/2024","998541 Parcel packing and gift wrapping","341","Parcel packing and gift wrapping"
"1033","F","02/06/2024","","1033","","VAL_23995_4787343_450","998596","357","02/06/2024","998596 Events, exhibitions, conventions and trade shows organisation and assistance services","357","Events, exhibitions, conventions and trade shows organisation and assistance services"
"1033","F","02/06/2024","","1033","","VAL_23997_4787343_825","998598","359","02/06/2024","998598 Other information services nowhere else classified","359","Other information services nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_23918_4787343_104","998393","280","02/06/2024","998393 Scientific and technical consulting services","280","Scientific and technical consulting services"
"1033","F","02/06/2024","","1033","","VAL_23926_4787343_382","998413","288","02/06/2024","998413 Mobile telecommunications services","288","Mobile telecommunications services"
"1033","F","02/06/2024","","1033","","VAL_23923_4787343_968","998399","285","02/06/2024","998399 Other professional, technical and business services nowhere else classified","285","Other professional, technical and business services nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_23717_4787343_804","996423","79","02/06/2024","996423 Taxi services including radio taxi and other similar services","79","Taxi services including radio taxi and other similar services"
"1033","F","02/06/2024","","1033","","VAL_23738_4787343_827","996719","100","02/06/2024","996719 Other cargo and baggage handling services","100","Other cargo and baggage handling services"
"1033","F","02/06/2024","","1033","","VAL_23807_4787343_172","997211","169","02/06/2024","997211 Rental or leasing services involving own or leased residential property","169","Rental or leasing services involving own or leased residential property"
"1033","F","02/06/2024","","1033","","VAL_23809_4787343_781","997213","171","02/06/2024","997213 Trade services of buildings","171","Trade services of buildings"
"1033","F","02/06/2024","","1033","","VAL_23813_4787343_686","997222","175","02/06/2024","997222 Building sales on a fee or commission basis or on contract basis","175","Building sales on a fee or commission basis or on contract basis"
"1033","F","02/06/2024","","1033","","VAL_23818_4787343_291","997313","180","02/06/2024","997313 Leasing or rental services concerning construction machinery and equipment with or without operator","180","Leasing or rental services concerning construction machinery and equipment with or without operator"
"1033","F","02/06/2024","","1033","","VAL_23846_4787343_363","998130","208","02/06/2024","998130 Interdisciplinary research and experimental development services","208","Interdisciplinary research and experimental development services"
"1033","F","02/06/2024","","1033","","VAL_24079_4787343_799","998941","441","02/06/2024","998941 Metal waste and scrap recovery (recycling) services, on a fee or contract basis","441","Metal waste and scrap recovery (recycling) services, on a fee or contract basis"
"1033","F","02/06/2024","","1033","","VAL_24081_4787343_784","999111","443","02/06/2024","999111 Overall Government public services","443","Overall Government public services"
"1033","F","02/06/2024","","1033","","VAL_24083_4787343_323","999113","445","02/06/2024","999113 Public administrative services related to the more efficient operation of business","445","Public administrative services related to the more efficient operation of business"
"1033","F","02/06/2024","","1033","","VAL_24085_4787343_429","999121","447","02/06/2024","999121 Public administrative services related to External Affairs, Diplomatic and Consular services abroad","447","Public administrative services related to External Affairs, Diplomatic and Consular services abroad"
"1033","F","02/06/2024","","1033","","VAL_24091_4787343_571","999127","453","02/06/2024","999127 Public administrative services related to law courts","453","Public administrative services related to law courts"
"1033","F","02/06/2024","","1033","","VAL_24101_4787343_998","999232","463","02/06/2024","999232 Secondary education services, technical and vocational","463","Secondary education services, technical and vocational"
"1033","F","02/06/2024","","1033","","VAL_23715_4787343_686","996421","77","02/06/2024","996421 Long-distance transport services of passengers through rail network by railways, metro and the like","77","Long-distance transport services of passengers through rail network by railways, metro and the like"
"1033","F","02/06/2024","","1033","","VAL_23718_4787343_109","996424","80","02/06/2024","996424 Coastal and transoceanic (overseas) water transport services of passengers by Ferries, Cruise Ships and the like","80","Coastal and transoceanic (overseas) water transport services of passengers by Ferries, Cruise Ships and the like"
"1033","F","02/06/2024","","1033","","VAL_24110_4787343_511","999294","472","02/06/2024","999294 Other education and training services nowhere else classified","472","Other education and training services nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_24065_4787343_703","998891","427","02/06/2024","998891 Furniture manufacturing services","427","Furniture manufacturing services"
"1033","F","02/06/2024","","1033","","VAL_24108_4787343_943","999292","470","02/06/2024","999292 Sports and recreation education services","470","Sports and recreation education services"
"1033","F","02/06/2024","","1033","","VAL_24112_4787343_423","999299","474","02/06/2024","999299 Other educational support services","474","Other educational support services"
"1033","F","02/06/2024","","1033","","VAL_23658_4787343_970","995434","20","02/06/2024","995434 Water well drilling services and septic system installation services","20","Water well drilling services and septic system installation services"
"1033","F","02/06/2024","","1033","","VAL_24114_4787343_392","999312","476","02/06/2024","999312 Medical and dental services","476","Medical and dental services"
"1033","F","02/06/2024","","1033","","VAL_24119_4787343_679","999317","481","02/06/2024","999317 Blood, sperm and organ bank services","481","Blood, sperm and organ bank services"
"1033","F","02/06/2024","","1033","","VAL_23689_4787343_402","995477","51","02/06/2024","995477 Fencing and railing services","51","Fencing and railing services"
"1033","F","02/06/2024","","1033","","VAL_23643_4787343_397","995415","5","02/06/2024","995415 Construction services of other non-residential buildings such as educational institutions, hospitals, clinics ...","5","Construction services of other non-residential buildings such as educational institutions, hospitals, clinics including veterinary clinics, religious establishments, courts, prisons, museums and other similar buildings"
"1033","F","02/06/2024","","1033","","VAL_23641_4787343_332","995413","3","02/06/2024","995413 Construction services of industrial buildings such as buildings used for production activities (used for assem...","3","Construction services of industrial buildings such as buildings used for production activities (used for assembly line activities), workshops, storage buildings and other similar industrial buildings"
"1033","F","02/06/2024","","1033","","VAL_23679_4787343_234","995465","41","02/06/2024","995465 Insulation services","41","Insulation services"
"1033","F","02/06/2024","","1033","","VAL_23767_4787343_528","996913","129","02/06/2024","996913 Gas distribution services","129","Gas distribution services"
"1033","F","02/06/2024","","1033","","VAL_23872_4787343_973","998321","234","02/06/2024","998321 Architectural advisory services","234","Architectural advisory services"
"1033","F","02/06/2024","","1033","","VAL_23874_4787343_711","998323","236","02/06/2024","998323 Architectural services for non-residential building projects","236","Architectural services for non-residential building projects"
"1033","F","02/06/2024","","1033","","VAL_23876_4787343_961","998325","238","02/06/2024","998325 Urban planning services","238","Urban planning services"
"1033","F","02/06/2024","","1033","","VAL_23777_4787343_849","997132","139","02/06/2024","997132 Life insurance services  (excluding reinsurance services)","139","Life insurance services  (excluding reinsurance services)"
"1033","F","02/06/2024","","1033","","VAL_23778_4787343_416","997133","140","02/06/2024","997133 Accident and health insurance services","140","Accident and health insurance services"
"1033","F","02/06/2024","","1033","","VAL_23927_4787343_378","998414","289","02/06/2024","998414 Private network services","289","Private network services"
"1033","F","02/06/2024","","1033","","VAL_23929_4787343_755","998419","291","02/06/2024","998419 Other telecommunications services including fax services, telex services nowhere else classified","291","Other telecommunications services including fax services, telex services nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_23980_4787343_176","998542","342","02/06/2024","998542 Coin and currency packing services","342","Coin and currency packing services"
"1033","F","02/06/2024","","1033","","VAL_23966_4787343_749","998527","328","02/06/2024","998527 Polygraph services","328","Polygraph services"
"1033","F","02/06/2024","","1033","","VAL_24071_4787343_581","998897","433","02/06/2024","998897 Medical and dental instrument and supply manufacturing services","433","Medical and dental instrument and supply manufacturing services"
"1033","F","02/06/2024","","1033","","VAL_24073_4787343_259","998911","435","02/06/2024","998911 Publishing, on a fee or contract basis","435","Publishing, on a fee or contract basis"
"1033","F","02/06/2024","","1033","","VAL_24076_4787343_987","998931","438","02/06/2024","998931 Iron and steel casting services","438","Iron and steel casting services"
"1033","F","02/06/2024","","1033","","VAL_24078_4787343_679","998933","440","02/06/2024","998933 Metal forging, pressing, stamping, roll forming and powder metallurgy services","440","Metal forging, pressing, stamping, roll forming and powder metallurgy services"
"1033","F","02/06/2024","","1033","","VAL_24080_4787343_187","998942","442","02/06/2024","998942 Non-metal waste and scrap recovery (recycling) services, on a fee or contract basis","442","Non-metal waste and scrap recovery (recycling) services, on a fee or contract basis"
"1033","F","02/06/2024","","1033","","VAL_24082_4787343_715","999112","444","02/06/2024","999112 Public administrative services related to the provision of educational, health care, cultural and other social...","444","Public administrative services related to the provision of educational, health care, cultural and other social services, excluding social security service"
"1033","F","02/06/2024","","1033","","VAL_24084_4787343_280","999119","446","02/06/2024","999119 Other administrative services of the government nowhere else classified","446","Other administrative services of the government nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_24086_4787343_322","999122","448","02/06/2024","999122 Services related to foreign economic aid","448","Services related to foreign economic aid"
"1033","F","02/06/2024","","1033","","VAL_24088_4787343_591","999124","450","02/06/2024","999124 Military defence services","450","Military defence services"
"1033","F","02/06/2024","","1033","","VAL_24090_4787343_447","999126","452","02/06/2024","999126 Police and fire protection services","452","Police and fire protection services"
"1033","F","02/06/2024","","1033","","VAL_24092_4787343_525","999128","454","02/06/2024","999128 Administrative services related to the detention or rehabilitation of criminals","454","Administrative services related to the detention or rehabilitation of criminals"
"1033","F","02/06/2024","","1033","","VAL_24093_4787343_765","999129","455","02/06/2024","999129 Public administrative services related to other public order and safety affairs nowhere else classified","455","Public administrative services related to other public order and safety affairs nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_24098_4787343_877","999210","460","02/06/2024","999210 Pre-primary education services","460","Pre-primary education services"
"1033","F","02/06/2024","","1033","","VAL_24100_4787343_197","999231","462","02/06/2024","999231 Secondary education services, general","462","Secondary education services, general"
"1033","F","02/06/2024","","1033","","VAL_24102_4787343_919","999241","464","02/06/2024","999241 Higher education services, general","464","Higher education services, general"
"1033","F","02/06/2024","","1033","","VAL_24104_4787343_240","999243","466","02/06/2024","999243 Higher education services, vocational","466","Higher education services, vocational"
"1033","F","02/06/2024","","1033","","VAL_23934_4787343_131","998429","296","02/06/2024","998429 Other internet telecommunications services nowhere else classified","296","Other internet telecommunications services nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_23754_4787343_985","996762","116","02/06/2024","996762 Air traffic control services","116","Air traffic control services"
"1033","F","02/06/2024","","1033","","VAL_23756_4787343_688","996764","118","02/06/2024","996764 Supporting services for space transport","118","Supporting services for space transport"
"1033","F","02/06/2024","","1033","","VAL_23839_4787343_492","997339","201","02/06/2024","997339 Licensing services for the right to use other intellectual property products and other resources nowhere else ...","201","Licensing services for the right to use other intellectual property products and other resources nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_23841_4787343_195","998112","203","02/06/2024","998112 Research and experimental development services in engineering and technology","203","Research and experimental development services in engineering and technology"
"1033","F","02/06/2024","","1033","","VAL_23843_4787343_770","998114","205","02/06/2024","998114 Research and experimental development services in agricultural sciences","205","Research and experimental development services in agricultural sciences"
"1033","F","02/06/2024","","1033","","VAL_23845_4787343_179","998122","207","02/06/2024","998122 Research and experimental development services in humanities","207","Research and experimental development services in humanities"
"1033","F","02/06/2024","","1033","","VAL_23847_4787343_537","998141","209","02/06/2024","998141 Research and development originals in pharmaceuticals","209","Research and development originals in pharmaceuticals"
"1033","F","02/06/2024","","1033","","VAL_23849_4787343_729","998143","211","02/06/2024","998143 Research and development originals in biotechnology","211","Research and development originals in biotechnology"
"1033","F","02/06/2024","","1033","","VAL_23851_4787343_873","998145","213","02/06/2024","998145 Research and development originals in other fields nowhere else classified","213","Research and development originals in other fields nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_24121_4787343_919","999321","483","02/06/2024","999321 Residential health-care services other than by hospitals","483","Residential health-care services other than by hospitals"
"1033","F","02/06/2024","","1033","","VAL_24131_4787343_123","999353","493","02/06/2024","999353 Welfare services without accommodation","493","Welfare services without accommodation"
"1033","F","02/06/2024","","1033","","VAL_24133_4787343_483","999411","495","02/06/2024","999411 Sewerage and sewage treatment services","495","Sewerage and sewage treatment services"
"1033","F","02/06/2024","","1033","","VAL_24147_4787343_236","999459","509","02/06/2024","999459 Other sanitation services nowhere else classified","509","Other sanitation services nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_24111_4787343_812","999295","473","02/06/2024","999295 services involving conduct of examination for admission to educational institutions","473","services involving conduct of examination for admission to educational institutions"
"1033","F","02/06/2024","","1033","","VAL_24116_4787343_592","999314","478","02/06/2024","999314 Nursing and physiotherapeutic services","478","Nursing and physiotherapeutic services"
"1033","F","02/06/2024","","1033","","VAL_24118_4787343_318","999316","480","02/06/2024","999316 Medical laboratory and diagnostic-imaging services","480","Medical laboratory and diagnostic-imaging services"
"1033","F","02/06/2024","","1033","","VAL_24122_4787343_804","999322","484","02/06/2024","999322 Residential care services for the elderly and persons with disabilities","484","Residential care services for the elderly and persons with disabilities"
"1033","F","02/06/2024","","1033","","VAL_24124_4787343_791","999332","486","02/06/2024","999332 Other social services with accommodation for children","486","Other social services with accommodation for children"
"1033","F","02/06/2024","","1033","","VAL_24129_4787343_229","999351","491","02/06/2024","999351 Child day-care services","491","Child day-care services"
"1033","F","02/06/2024","","1033","","VAL_23749_4787343_758","996751","111","02/06/2024","996751 Port and waterway operation services (excluding cargo handling) such as operation services of ports, docks, li...","111","Port and waterway operation services (excluding cargo handling) such as operation services of ports, docks, light houses, light ships and the like"
"1033","F","02/06/2024","","1033","","VAL_23751_4787343_118","996753","113","02/06/2024","996753 Vessel salvage and refloating services","113","Vessel salvage and refloating services"
"1033","F","02/06/2024","","1033","","VAL_23753_4787343_817","996761","115","02/06/2024","996761 Airport operation services (excluding cargo handling)","115","Airport operation services (excluding cargo handling)"
"1033","F","02/06/2024","","1033","","VAL_23755_4787343_384","996763","117","02/06/2024","996763 Other supporting services for air transport","117","Other supporting services for air transport"
"1033","F","02/06/2024","","1033","","VAL_23757_4787343_875","996791","119","02/06/2024","996791 Goods transport agency services for road transport","119","Goods transport agency services for road transport"
"1033","F","02/06/2024","","1033","","VAL_23759_4787343_633","996793","121","02/06/2024","996793 Other goods transport services","121","Other goods transport services"
"1033","F","02/06/2024","","1033","","VAL_23763_4787343_468","996813","125","02/06/2024","996813 Local delivery services","125","Local delivery services"
"1033","F","02/06/2024","","1033","","VAL_23765_4787343_871","996911","127","02/06/2024","996911 Electricity transmission services","127","Electricity transmission services"
"1033","F","02/06/2024","","1033","","VAL_23850_4787343_888","998144","212","02/06/2024","998144 Research and development originals in computer related sciences","212","Research and development originals in computer related sciences"
"1033","F","02/06/2024","","1033","","VAL_23852_4787343_325","998211","214","02/06/2024","998211 Legal advisory and representation services concerning criminal law","214","Legal advisory and representation services concerning criminal law"
"1033","F","02/06/2024","","1033","","VAL_23854_4787343_683","998213","216","02/06/2024","998213 Legal documentation and certification services concerning patents, copyrights and other intellectual property ...","216","Legal documentation and certification services concerning patents, copyrights and other intellectual property rights"
"1033","F","02/06/2024","","1033","","VAL_23856_4787343_808","998215","218","02/06/2024","998215 Arbitration and conciliation services","218","Arbitration and conciliation services"
"1033","F","02/06/2024","","1033","","VAL_23894_4787343_711","998346","256","02/06/2024","998346 Technical testing and analysis services","256","Technical testing and analysis services"
"1033","F","02/06/2024","","1033","","VAL_23820_4787343_460","997315","182","02/06/2024","997315 Leasing or rental services concerning computers with or without operators","182","Leasing or rental services concerning computers with or without operators"
"1033","F","02/06/2024","","1033","","VAL_23822_4787343_816","997319","184","02/06/2024","997319 Leasing or rental services concerning other machinery and equipments with or without operator","184","Leasing or rental services concerning other machinery and equipments with or without operator"
"1033","F","02/06/2024","","1033","","VAL_23824_4787343_696","997322","186","02/06/2024","997322 Leasing or rental services concerning video tapes and disks (home entertainment equipment )","186","Leasing or rental services concerning video tapes and disks (home entertainment equipment )"
"1033","F","02/06/2024","","1033","","VAL_23825_4787343_381","997323","187","02/06/2024","997323 Leasing or rental services concerning furniture and other household appliances","187","Leasing or rental services concerning furniture and other household appliances"
"1033","F","02/06/2024","","1033","","VAL_23826_4787343_949","997324","188","02/06/2024","997324 Leasing or rental services concerning pleasure and leisure equipment","188","Leasing or rental services concerning pleasure and leisure equipment"
"1033","F","02/06/2024","","1033","","VAL_23827_4787343_111","997325","189","02/06/2024","997325 Leasing or rental services concerning household linen","189","Leasing or rental services concerning household linen"
"1033","F","02/06/2024","","1033","","VAL_23999_4787343_555","998611","361","02/06/2024","998611 Support services to crop production","361","Support services to crop production"
"1033","F","02/06/2024","","1033","","VAL_24001_4787343_971","998613","363","02/06/2024","998613 Support services to hunting","363","Support services to hunting"
"1033","F","02/06/2024","","1033","","VAL_24005_4787343_516","998621","367","02/06/2024","998621 Support services to oil and gas extraction","367","Support services to oil and gas extraction"
"1033","F","02/06/2024","","1033","","VAL_24007_4787343_525","998631","369","02/06/2024","998631 Support services to electricity transmission and distribution","369","Support services to electricity transmission and distribution"
"1033","F","02/06/2024","","1033","","VAL_24009_4787343_107","998633","371","02/06/2024","998633 Support services to water distribution","371","Support services to water distribution"
"1033","F","02/06/2024","","1033","","VAL_24011_4787343_924","998711","373","02/06/2024","998711 Maintenance and repair services of fabricated metal products, except machinery and equipment","373","Maintenance and repair services of fabricated metal products, except machinery and equipment"
"1033","F","02/06/2024","","1033","","VAL_24013_4787343_181","998713","375","02/06/2024","998713 Maintenance and repair services of computers and peripheral equipment","375","Maintenance and repair services of computers and peripheral equipment"
"1033","F","02/06/2024","","1033","","VAL_24015_4787343_362","998715","377","02/06/2024","998715 Maintenance and repair services of electrical household appliances","377","Maintenance and repair services of electrical household appliances"
"1033","F","02/06/2024","","1033","","VAL_24017_4787343_503","998717","379","02/06/2024","998717 Maintenance and repair services of commercial and industrial machinery","379","Maintenance and repair services of commercial and industrial machinery"
"1033","F","02/06/2024","","1033","","VAL_24127_4787343_917","999341","489","02/06/2024","999341 Vocational rehabilitation services","489","Vocational rehabilitation services"
"1033","F","02/06/2024","","1033","","VAL_24125_4787343_291","999333","487","02/06/2024","999333 Residential care services for adults suffering from mental retardation, mental health illnesses or substance a...","487","Residential care services for adults suffering from mental retardation, mental health illnesses or substance abuse"
"1033","F","02/06/2024","","1033","","VAL_23982_4787343_438","998551","344","02/06/2024","998551 Reservation services for transportation","344","Reservation services for transportation"
"1033","F","02/06/2024","","1033","","VAL_23984_4787343_676","998553","346","02/06/2024","998553 Reservation services for convention centres, congress centres and exhibition halls","346","Reservation services for convention centres, congress centres and exhibition halls"
"1033","F","02/06/2024","","1033","","VAL_23986_4787343_775","998555","348","02/06/2024","998555 Tour operator services","348","Tour operator services"
"1033","F","02/06/2024","","1033","","VAL_24183_4787343_839","999694","545","02/06/2024","999694 Lottery services","545","Lottery services"
"1033","F","02/06/2024","","1033","","VAL_24185_4787343_928","999711","547","02/06/2024","999711 Coin-operated laundry services","547","Coin-operated laundry services"
"1033","F","02/06/2024","","1033","","VAL_24187_4787343_397","999713","549","02/06/2024","999713 Other textile cleaning services","549","Other textile cleaning services"
"1033","F","02/06/2024","","1033","","VAL_24195_4787343_687","999731","557","02/06/2024","999731 Cemeteries and cremation services","557","Cemeteries and cremation services"
"1033","F","02/06/2024","","1033","","VAL_24197_4787343_806","999791","559","02/06/2024","999791 Services involving commercial use or exploitation of any event","559","Services involving commercial use or exploitation of any event"
"1033","F","02/06/2024","","1033","","VAL_24199_4787343_827","999793","561","02/06/2024","999793 Agreeing to refrain from doing an act","561","Agreeing to refrain from doing an act"
"1033","F","02/06/2024","","1033","","VAL_24201_4787343_424","999795","563","02/06/2024","999795 Conduct of religious ceremonies or rituals by persons","563","Conduct of religious ceremonies or rituals by persons"
"1033","F","02/06/2024","","1033","","VAL_24203_4787343_429","999800","565","02/06/2024","999800 Domestic services both part time and full time","565","Domestic services both part time and full time"
"1033","F","02/06/2024","","1033","","VAL_23974_4787343_439","998536","336","02/06/2024","998536 Furnace and chimney cleaning services","336","Furnace and chimney cleaning services"
"1033","F","02/06/2024","","1033","","VAL_23976_4787343_468","998538","338","02/06/2024","998538 Cleaning of transportation equipment","338","Cleaning of transportation equipment"
"1033","F","02/06/2024","","1033","","VAL_23978_4787343_146","998540","340","02/06/2024","998540 Packaging services of goods for others","340","Packaging services of goods for others"
"1033","F","02/06/2024","","1033","","VAL_23970_4787343_537","998532","332","02/06/2024","998532 Window cleaning services","332","Window cleaning services"
"1033","F","02/06/2024","","1033","","VAL_23972_4787343_508","998534","334","02/06/2024","998534 Specialised cleaning services for reservoirs and tanks","334","Specialised cleaning services for reservoirs and tanks"
"1033","F","02/06/2024","","1033","","VAL_23733_4787343_474","996603","95","02/06/2024","996603 Rental services of aircraft including passenger aircrafts, freight aircrafts and the like with or without oper...","95","Rental services of aircraft including passenger aircrafts, freight aircrafts and the like with or without operator"
"1033","F","02/06/2024","","1033","","VAL_23735_4787343_553","996711","97","02/06/2024","996711 Container handling services","97","Container handling services"
"1033","F","02/06/2024","","1033","","VAL_23769_4787343_123","996922","131","02/06/2024","996922 Services involving distribution of steam, hot water and air conditioning supply and the like","131","Services involving distribution of steam, hot water and air conditioning supply and the like"
"1033","F","02/06/2024","","1033","","VAL_23771_4787343_462","997111","133","02/06/2024","997111 Central banking services","133","Central banking services"
"1033","F","02/06/2024","","1033","","VAL_23773_4787343_488","997113","135","02/06/2024","997113 Credit-granting services including stand-by commitment, guarantees and securities","135","Credit-granting services including stand-by commitment, guarantees and securities"
"1033","F","02/06/2024","","1033","","VAL_23775_4787343_982","997119","137","02/06/2024","997119 Other financial services (except investment banking, insurance services and pension services)","137","Other financial services (except investment banking, insurance services and pension services)"
"1033","F","02/06/2024","","1033","","VAL_23780_4787343_464","997135","142","02/06/2024","997135 Marine, aviation, and other transport insurance services","142","Marine, aviation, and other transport insurance services"
"1033","F","02/06/2024","","1033","","VAL_23782_4787343_172","997137","144","02/06/2024","997137 Other property insurance services","144","Other property insurance services"
"1033","F","02/06/2024","","1033","","VAL_24160_4787343_884","999599","522","02/06/2024","999599 Services provided by other membership organisations nowhere else classified","522","Services provided by other membership organisations nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_23800_4787343_430","997161","162","02/06/2024","997161 Services auxiliary to insurance and pensions","162","Services auxiliary to insurance and pensions"
"11","F","03/26/2024","","11","","VAL_130334_3463065_225","34013019","571","03/26/2024","34013019 SOAP; ORGANIC SURFACE-ACTIVE PRODUCTS AND PREPARATIONS FOR USE AS SOAP, IN THE FORM OF BARS,CAKES, MOULDED PIECES OR SHAPES, WHETHER OR NOT CONTAINING SOAP; ORGANIC SURFACE-ACTIVE PRODUCTS AND PREPARATIONS FOR WASHING THE SKIN, IN THE FORM OF LIQUID OR CREAM AND PUT UP FOR RETAIL SALE, WHET","571","34013019 SOAP; ORGANIC SURFACE-ACTIVE PRODUCTS AND PREPARATIONS FOR USE AS SOAP, IN THE FORM OF BARS,CAKES, MOULDED PIECES OR
SHAPES, WHETHER OR NOT CONTAINING SOAP; ORGANIC SURFACE-ACTIVE PRODUCTS AND PREPARATIONS FOR WASHING THE SKIN, IN
THE FORM OF LIQUID OR CREAM AND PUT UP FOR RETAIL SALE, WHETHER OR NOT CONTAINING SOAP; PAPER, WADDING, FELT AND
NONWOVENS, IMPREGNATED, COATED OR COVERED WITH SOAP OR DETERGENT ORGANIC SURFACE-ACTIVE PRODUCTS AND
PREPARATIONS FOR WASHING THE SKIN, IN THE FORM OF LIQUID OR CREAM AND PUT UP FOR RETAIL SALE,WHETHER OR NOT
CONTAINING SOAP : FOR TOILET USE (INCLUDING MEDICATED PRODUCTS): OTHE"
"11","F","03/26/2024","","11","","VAL_130340_3463065_127","33074900","572","03/26/2024","33074900 PRE-SHAVE, SHAVING OR AFTER-SHAVE PREPARATIONS, PERSONAL DEODORANTS, BATH PREPARATIONS, DEPILATORIES AND OTHER PERFUMERY, COSMETIC OR TOILET PREPARATIONS, NOT ELSEWHERE SPECIFIED OR INCLUDED, PREPARED ROOM DEODORISERS, WHETHER OR NOT PERFUMED OR HAVING DISINFECTANT PROPERTIES PREPARATIONS F","572","33074900 PRE-SHAVE, SHAVING OR AFTER-SHAVE PREPARATIONS, PERSONAL DEODORANTS, BATH PREPARATIONS, DEPILATORIES AND OTHER
PERFUMERY, COSMETIC OR TOILET PREPARATIONS, NOT ELSEWHERE SPECIFIED OR INCLUDED, PREPARED ROOM DEODORISERS,
WHETHER OR NOT PERFUMED OR HAVING DISINFECTANT PROPERTIES PREPARATIONS FOR PERFUMING OR DEODORIZING ROOMS,
INCLUDING ODORIFEROUS PREPARATIONS USED DURING RELIGIOUS RITES: OTHER"
"11","F","03/26/2024","","11","","VAL_130369_3463065_596","84713010","576","03/26/2024","84713010 AUTOMATIC DATA PROCESSING MACHINES AND UNITS THEREOF; MAGNETIC OR OPTICAL READERS, MACHINES FOR TRANSCRIBING DATA ON TO DATA MEDIA IN CODED FORM AND MACHINES FOR PROCESSING SUCH DATA, NOT ELSEWHERE SPECIFIED OR INCLUDED - PORTABLE AUTOMATIC DATA PROCESSING MACHINES, WEIGHING NOT MORE THAN 1","576","84713010 AUTOMATIC DATA PROCESSING MACHINES AND UNITS THEREOF; MAGNETIC OR OPTICAL READERS, MACHINES FOR TRANSCRIBING DATA
ON TO DATA MEDIA IN CODED FORM AND MACHINES FOR PROCESSING SUCH DATA, NOT ELSEWHERE SPECIFIED OR INCLUDED -
PORTABLE AUTOMATIC DATA PROCESSING MACHINES, WEIGHING NOT MORE THAN 10 KG, CONSISTING OF AT LEAST A CENTRAL
PROCESSING UNIT, A KEYBOARD AND A DISPLAY:PERSONAL COMPUTER"
